Technology,Green roof type,Plant species,Irrigation,PV panel type,PV panels and GR locations,Distance PV-green roof [cm],Distance PV-basecase roof [cm],Season,Base case roof situation,Building type,Base case roof,Base case insulation,Roof slope,Item,Item type,Item scale,Item class,Original monetary value,u.m.,Original year(s) at which the item is accounted,Green roof lifetime [years],Actual year(s) at which the item is accounted,Actual monetary value at the accounting year,Inflation adjustment ratio [GDP deflator 2020/GDP deflator year],PPP Exchange rate [€ EU27-2020/ local currency-2020],Adjusted Monetary value [EU27 2020 €/m2],Method for monetary value,Quantiative absolute evaluation,u.m.3,Method for absolute evaluation,Quantiative absolute evaluation 2,u.m. 3,Method for absolute evaluation 2,Climate,Continent,Country,City,Authors,Year,Title,Study type,"WTP Correction factor [GDPpc,EU27-year/GDPpc,country-year)",Unusable monetary value,Case-study ID,Old inflation correction,Old PPP exchange,Old adjusted value
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,non-insulated,flat,Sound insulation,benefit,building,economic,79.63,2017 €/m2,0,40,every year,1.9908,1.06,1.173,2.47646367,Benefit tranfer (based on intermediary hedonic pricing results),04-ago,dB reduction,"Value from literature (Connelly and Hodgson, 2008)",0.6,% increase in property value/dB reduced,"Value from literature (Claus and Rousseau, 2012)",Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,3.844185113
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Sound insulation,benefit,building,economic,81.83,2016 MYR/m2,every year,50,every year,81.833,1.037,0.426,36.17008033,Replacement cost,apr-20,dB reduction,,,,,Af,Asia,Malaysia,Kuala Lumpur,"Mahdiyar et al.,",2016,Probabilistic private cost-benefit analysis for green roof installation: A  monte carlo simulation approach,Cost-Benefit Analysis,,,Mahdiyar - Kuala Lumpur,2.508207583,0.694,33.07322519
Green roof,Extensive,,no,,,,,annual average,To be constructed,,black roof,,flat,Sound insulation,benefit,urban,socio-environmental,,2019 KRW/m2,every year,not mentioned,not accounted,,1.013,0.001,,Not considered,,,,,,,Cwa,Asia,South Korea,Seoul,"Shin & Kim,",2018,Analysing Green Roof Effects in an Urban Environment: A Case of Bangbae dong Seoul,Cost-Benefit Analysis,,x,Shin & Kim 2018 - Seoul,1,0.000773685,
Green roof,Extensive,,yes,,,,,annual average,Already constructed,primary school,,,flat,Sound insulation (property value),benefit,building,economic,1.76,2020 €/m2,every year,40,every year,1.7576,1,1.173,2.061789317,Avoided cost (damage cost to people),7.5,%,,,,,Csa,Europe,Portugal,Lisbon,"Almeida et al.,",2020,Socioeconomic feasibility of green roofs and walls in public buildings: The case study of primary schoools in Portugal,Cost-Benefit Analysis,,,Almeida - Lisbon1,1,1.171929825,2.05978386
Green roof,Extensive,,yes,,,,,annual average,Already constructed,primary school,,,slanted,Sound insulation (property value),benefit,building,economic,7.87,2020 €/m2,every year,40,every year,7.8686,1,1.173,9.230391736,Avoided cost (damage cost to people),7.5,%,,,,,Csa,Europe,Portugal,Lisbon,"Almeida et al.,",2020,Socioeconomic feasibility of green roofs and walls in public buildings: The case study of primary schoools in Portugal,Cost-Benefit Analysis,,,Almeida - Lisbon2,1,1.171929825,9.221413534
Green roof,Extensive,,yes,,,,,annual average,Already constructed,primary school,,,flat,Sound insulation (user's comfort),benefit,building,economic,346.22,2020 €/m2,0,40,every year,8.6555,1,1.173,10.15350297,Hedonic pricing,10.5,dB/roof,,,,,Csa,Europe,Portugal,Lisbon,"Almeida et al.,",2020,Socioeconomic feasibility of green roofs and walls in public buildings: The case study of primary schoools in Portugal,Cost-Benefit Analysis,,,Almeida - Lisbon1,1,1.171929825,10.14362688
Green roof,Extensive,,yes,,,,,annual average,Already constructed,primary school,,,slanted,Sound insulation (user's comfort),benefit,building,economic,494.84,2020 €/m2,0,40,every year,12.3709,1,1.173,14.51197563,Hedonic pricing,10.5,dB/roof,,,,,Csa,Europe,Portugal,Lisbon,"Almeida et al.,",2020,Socioeconomic feasibility of green roofs and walls in public buildings: The case study of primary schoools in Portugal,Cost-Benefit Analysis,,,Almeida - Lisbon2,1,1.171929825,14.49786015
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Stormwater management,benefit,urban,socio-environmental,0,2017 €/m2,every year,40,every year,0.0022,1.031,1.008,0.002254901,Aggregation,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,0.003498007
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.01,2017 €/m2,every year,40,every year,0.0115,1.031,1.008,0.0119915,Aggregation,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,0.018602305
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.01,2019 €/m2,every year,40,every year,0.012,1.012,1.008,0.012240042,Aggregation,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Trieste,1,1.004484305,0.012053812
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.02,2017 €/m2,every year,40,every year,0.0153,1.06,1.173,0.019074441,Aggregation,74-89,% reduction in runoff peak flow,"Value adapted from literature (Fioretti et al, 2010)",,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,0.029609028
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,slanted,Stormwater management,benefit,urban,socio-environmental,0.02,2017 €/m2,every year,40,every year,0.0153,1.06,1.173,0.019074441,Aggregation,74-89,% reduction in runoff peak flow,"Value adapted from literature (Fioretti et al, 2010)",,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,0.029609028
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.02,2017 €/m2,every year,40,every year,0.0153,1.06,1.173,0.019074441,Aggregation,74-89,% reduction in runoff peak flow,"Value adapted from literature (Fioretti et al, 2010)",,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,0.029609028
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,slanted,Stormwater management,benefit,urban,socio-environmental,0.02,2017 €/m2,every year,40,every year,0.0153,1.06,1.173,0.019074441,Aggregation,74-89,% reduction in runoff peak flow,"Value adapted from literature (Fioretti et al, 2010)",,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,0.029609028
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.02,2017 €/m2,every year,40,every year,0.0153,1.06,1.173,0.019074441,Aggregation,74-89,% reduction in runoff peak flow,"Value adapted from literature (Fioretti et al, 2010)",,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,0.029609028
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,insulated,slanted,Stormwater management,benefit,urban,socio-environmental,0.02,2017 €/m2,every year,40,every year,0.0153,1.06,1.173,0.019074441,Aggregation,74-89,% reduction in runoff peak flow,"Value adapted from literature (Fioretti et al, 2010)",,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,0.029609028
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.02,2017 €/m2,every year,40,every year,0.0153,1.06,1.173,0.019074441,Aggregation,74-89,% reduction in runoff peak flow,"Value adapted from literature (Fioretti et al, 2010)",,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,0.029609028
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,non-insulated,slanted,Stormwater management,benefit,urban,socio-environmental,0.02,2017 €/m2,every year,40,every year,0.0153,1.06,1.173,0.019074441,Aggregation,74-89,% reduction in runoff peak flow,"Value adapted from literature (Fioretti et al, 2010)",,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,0.029609028
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.02,2019 €/m2,every year,40,every year,0.0159,1.012,1.008,0.016218055,Aggregation,,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Ancona,1,1.004484305,0.0159713
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.02,2019 €/m2,every year,40,every year,0.0196,1.012,1.008,0.019992068,Aggregation,,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Palermo,1,1.004484305,0.019687892
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.02,2019 €/m2,every year,40,every year,0.0236,1.012,1.008,0.024072082,Aggregation,,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Palermo,1,1.004484305,0.02370583
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.03,2019 €/m2,every year,40,every year,0.0262,1.012,1.008,0.026724091,Aggregation,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Trieste,1,1.004484305,0.026317489
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.03,2017 €/m2,every year,40,every year,0.0279,1.031,1.008,0.029012363,Aggregation,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,0.045006618
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.03,2017 €/m2,every year,40,every year,0.0286,1.031,1.008,0.029718968,Aggregation,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,0.046102767
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.03,2019 €/m2,every year,40,every year,0.0331,1.012,1.008,0.033762115,Aggregation,,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Ancona,1,1.004484305,0.03324843
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.04,2019 €/m2,every year,40,every year,0.0382,1.012,1.008,0.038964133,Aggregation,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Trieste,1,1.004484305,0.0383713
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.04,2017 €/m2,every year,40,every year,0.0385,1.031,1.008,0.039985521,Aggregation,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,0.062029178
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.04,2017 €/m2,every year,40,every year,0.0406,1.031,1.008,0.042167683,Aggregation,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,0.065414346
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.04,2019 €/m2,every year,40,every year,0.0432,1.012,1.008,0.04406415,Aggregation,,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Palermo,1,1.004484305,0.043393722
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.05,2019 €/m2,every year,40,every year,0.049,1.012,1.008,0.04998017,Aggregation,,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Ancona,1,1.004484305,0.049219731
Green roof,Extensive,Sedum,no,,,,,annual average,To be constructed,residential,gravel roof,insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.06,2005 US$/m2,every year,40,every year,0.06,1.3,0.668,0.052100907,"Avoided cost (stormwater fee, flood damage is not relevant)",,,,,,,Cfa,North America,USA,"Athens, GA","Carter and Keeler,",2008,Life-cycle cost-benefit analysis of extensive vegetated roof systems,Cost-Benefit Analysis,,,Carter & Keeler - Athens,0.862121135,0.819,0.042364633
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,university,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.09,2006 US$/m2,every year,40,every year,0.09,1.262,0.668,0.075855809,"Avoided cost (stormwater fee, no flood damage cost)",,,,,,,Dfa,North America,USA,"Ann Arbor, MI","Clark et al., ",2008,Green roof valuation: a probabilisitc economic analysis of environmental benefits,Cost-Benefit Analysis,,,Clark - Ann Arbor,0.756263391,0.796,0.054178709
Green roof,Extensive,Sedum,not mentioned,,,,,annual average,To be constructed,office,black roof,non-insulated,slanted,Stormwater management,benefit,urban,socio-environmental,0.095,2011 €/m2,every year,50,every year,0.095,1.145,0.889,0.096725726,"Avoided cost (water transportation cost, no flood damage cost)",,,,,,,Cfb,Europe,Belgium,Dilbeek,"Claus and Rousseau,",2012,Public versus private incentives to invest in green roofs: a cost benefit analysis for Flanders,Cost-Benefit Analysis,,,Claus  Rousseau - Dilbeek,1.355793717,0.895432692,0.115332092
Green roof,Extensive,Sedum,not mentioned,,,,,annual average,To be constructed,office,black roof,non-insulated,slanted,Stormwater management,benefit,urban,socio-environmental,0.1,2011 €/m2,every year,50,every year,0.1,1.145,0.889,0.101816554,"Avoided cost (water transportation cost, no flood damage cost)",,,,,,,Cfb,Europe,Belgium,Dilbeek,"Claus and Rousseau,",2012,Public versus private incentives to invest in green roofs: a cost benefit analysis for Flanders,Cost-Benefit Analysis,,,Claus  Rousseau - Dilbeek,1.355793717,0.895432692,0.121402202
Green roof,Extensive,,yes,,,,,annual average,Already constructed,primary school,,,flat,Stormwater management,benefit,urban,socio-environmental,0.1,2020 €/m2,every year,40,every year,0.1008,1,1.173,0.118245541,"Avoided cost (water management costs, no flood damage costs)",0.3,m3/m2,,,,,Csa,Europe,Portugal,Lisbon,"Almeida et al.,",2020,Socioeconomic feasibility of green roofs and walls in public buildings: The case study of primary schoools in Portugal,Cost-Benefit Analysis,,,Almeida - Lisbon1,1,1.171929825,0.118130526
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,Already constructed,Railway station,black roof,non-insulated,flat,Stormwater management,benefit,urban,socio-environmental,0.1,2018 €/m2,every year,40,every year,0.1025,1.042,1.173,0.125295968,"Replacement cost (cost of drainage systems, flood damage costs not considered)",,,,,,,Csa,Europe,Portugal,Lisbon,"Silva et al.,",2019,The socioeconomic feasibility of greening rail stations: a case study in Lisbon,Cost-Benefit Analysis,,,Silva - Lisbon,1.096062997,1.187390543,0.13346094
Green roof,Extensive,Sedum,not mentioned,,,,,annual average,To be constructed,office,black roof,non-insulated,slanted,Stormwater management,benefit,urban,socio-environmental,0.105,2011 €/m2,every year,50,every year,0.105,1.145,0.889,0.106907382,"Avoided cost (water transportation cost, no flood damage cost)",,,,,,,Cfb,Europe,Belgium,Dilbeek,"Claus and Rousseau,",2012,Public versus private incentives to invest in green roofs: a cost benefit analysis for Flanders,Cost-Benefit Analysis,,,Claus  Rousseau - Dilbeek,1.355793717,0.895432692,0.127472312
Green roof,Extensive,,yes,,,,,annual average,Already constructed,primary school,,,slanted,Stormwater management,benefit,urban,socio-environmental,0.19,2020 €/m2,every year,40,every year,0.1857,1,1.173,0.217856014,"Avoided cost (water management costs, no flood damage costs)",0.12,m3/m2,,,,,Csa,Europe,Portugal,Lisbon,"Almeida et al.,",2020,Socioeconomic feasibility of green roofs and walls in public buildings: The case study of primary schoools in Portugal,Cost-Benefit Analysis,,,Almeida - Lisbon2,1,1.171929825,0.21764411
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,university,white roof,,flat,Stormwater management,benefit,urban,socio-environmental,0.48,2018 $/m2,every year,50,every year,0.48,1.03,0.668,0.33036261,"Avoided cost (fee cost, no flood damage cost)",,,,,,,Cfa,North America,USA,"Gainesville, FL","Yao et al.,",2018,Integrating cost-benefits analysis and life cycle assessment of green roofs: a case study in Florida,Cost-Benefit Analysis,,,Yao - Gainesville,1.096062997,0.678,0.356702742
Green roof,Extensive,Multiple species,not mentioned,,,,,annual average,To be constructed,,black roof,non-insulated,,Stormwater management,benefit,urban,socio-environmental,0.78,2010 US$/m2,every year,40,every year,0.7839,1.182,0.668,0.619167202,Aggregation,183.4868157,l/m2,,,,,Cfa,North America,USA,Washington D.C.,"Niu et al.,",2010,"Scaling of economic benefits from green roof implementation in Wahsington, DC",Cost-Benefit Analysis,,,Niu - Washington D.C.,2.331381249,0.756,1.381672968
Green roof,Extensive,Multiple species,not mentioned,,,,,annual average,To be constructed,,black roof,non-insulated,,Stormwater management,benefit,urban,socio-environmental,0.83,2010 US$/m2,every year,40,every year,0.8334,1.182,0.668,0.658264161,Aggregation,183.4868157,l/m2,,,,,Cfa,North America,USA,Washington D.C.,"Niu et al.,",2010,"Scaling of economic benefits from green roof implementation in Wahsington, DC",Cost-Benefit Analysis,,,Niu - Washington D.C.,2.331381249,0.756,1.468917917
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Stormwater management,benefit,urban,socio-environmental,1.18,2012 US$/m2,every year,40,every year,1.175,1.136,0.668,0.891963031,Aggregation,,,Aggregation,,,,Csb,North America,USA,Seattle,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,1.136396069
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Stormwater management,benefit,urban,socio-environmental,1.18,2012 US$/m2,every year,55,every year,1.175,1.136,0.668,0.891963031,Aggregation,,,,,,,Cfb,Europe,United Kingdom,England and Wales,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,1.136396069
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Stormwater management,benefit,urban,socio-environmental,1.18,2012 US$/m2,every year,40,every year,1.1774,1.136,0.668,0.893784913,Aggregation,,,,,,,Cfb,Europe,United Kingdom,England and Wales,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,1.138717219
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Stormwater management,benefit,urban,socio-environmental,1.18,2012 US$/m2,every year,40,every year,1.1774,1.136,0.668,0.893784913,Aggregation,,,,,,,Cfb,Europe,United Kingdom,England and Wales,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,1.138717219
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Stormwater management,benefit,urban,socio-environmental,1.18,2012 US$/m2,every year,55,every year,1.1774,1.136,0.668,0.893784913,Aggregation,,,,,,,Cfb,Europe,United Kingdom,England and Wales,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,1.138717219
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Stormwater management,benefit,urban,socio-environmental,1.18,2012 US$/m2,every year,55,every year,1.1774,1.136,0.668,0.893784913,Aggregation,,,,,,,Cfb,Europe,United Kingdom,England and Wales,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,1.138717219
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,residential,black roof,,,Stormwater management,benefit,urban,socio-environmental,1.58,2018 €/m2,every year,50,every year,1.579,1.038,0.896,1.468942928,"Avoided cost (stormwater fee, water retention)",,,,,,,Cfb,Europe,Germany,Berlin,"Johnson & Geisendorf,",2019,Are Neighborhood-level SUDS Worth it? An assessment of the Economic Value of Sustainable Urban Drainage System Scenarios Using Cost-Benefit Analyses,Cost-Benefit Analysis,,,Johnson & Geisendor - Berlin,1.096062997,0.919945726,1.592134864
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Stormwater management,benefit,urban,socio-environmental,3.53,2012 US$/m2,every year,40,every year,3.53,1.136,0.668,2.679684679,Aggregation,,,Aggregation,,,,Csb,North America,USA,Seattle,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,3.414023935
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Stormwater management,benefit,urban,socio-environmental,3.53,2012 US$/m2,every year,55,every year,3.53,1.136,0.668,2.679684679,Aggregation,,,,,,,Cfb,Europe,United Kingdom,England and Wales,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,3.414023935
Green roof,Extensive,Sedum,no,,,,,annual average,To be constructed,mix of multiple,gravel roof,insulated,flat,Stormwater management,benefit,urban,socio-environmental,9.1,2005 US$/m2,every year,40,every year,9.1,1.3,0.668,7.901970932,"Avoided cost (stormwater fee, and infrastructure cost, flood damage is not relevant)",,,,,,,Cfa,North America,USA,"Athens, GA","Carter and Keeler,",2008,Life-cycle cost-benefit analysis of extensive vegetated roof systems,Cost-Benefit Analysis,,,Carter & Keeler - Athens,0.862121135,0.819,6.425302609
Green roof,Extensive,Xeric,not mentioned,,,,,annual average,Already constructed,residential,black roof,insulated,slanted,Stormwater management,benefit,urban,socio-environmental,9.11,2016 CZK/m2,every year,50,every year,9.108,1.124,0.053,0.540393587,"Avoided cost (water transport and treatment, no flood damage costs)",276,l/m2,,,,,Cfb,Europe,Czech Republic,Jinonice,"Machac et al.,",2016,Green and Blue Infrastructure: An Opportunity for Smart Cities,Cost-Benefit Analysis,,,Machac - Jinonice,2.508207583,0.055184478,1.26067587
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,commercial,black roof,,flat,Stormwater management,benefit,urban,socio-environmental,37.6,2013 $/m2,every year,40,every year,37.5994,1.117,0.668,28.05010631,"Avoided cost (water collection, operation, maintenance and infrastructure cost, no flood damage costs)",,,,,,,Cfa,North America,USA,"Atlanta, GA","Mullen et al.,",2013,"Green Roof Adoption in Atlanta. Georgia: The Effect of Building Characteristics and Subsidies on net Private, Public, and Social Benefits",Cost-Benefit Analysis,,,Mullen - Atlanta,1.712878997,0.721,46.43472434
Green roof,Extensive,,no,,,,,annual average,To be constructed,,black roof,,flat,Stormwater management,benefit,urban,socio-environmental,42.81,2019 KRW/m2,every year,not mentioned,every year,42.8063,1.013,0.001,0.033599188,Avoided cost,,,,,,,Cwa,Asia,South Korea,Seoul,"Shin & Kim,",2018,Analysing Green Roof Effects in an Urban Environment: A Case of Bangbae dong Seoul,Cost-Benefit Analysis,,,Shin & Kim 2018 - Seoul,1,0.000773685,0.033118639
Green roof,Extensive,,no,,,,,annual average,To be constructed,,black roof,,flat,Stormwater management,benefit,urban,socio-environmental,42.81,2019 KRW/m2,every year,not mentioned,every year,42.8063,1.013,0.001,0.033599188,Aggregation,,,,,,,Cwa,Asia,South Korea,Seoul,"Shin & Kim,",2018,Analysing Green Roof Effects in an Urban Environment: A Case of Bangbae dong Seoul,Cost-Benefit Analysis,,,Shin & Kim 2018 - Seoul,1,0.000773685,0.033118639
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,Stormwater management,benefit,urban,socio-environmental,130394.88,2016 KRW/m2,every year,10,every year,130394.88,1.03,0.001,104.1591447,Aggregation,,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis,,,Gwak - Seoul,2.508207583,0.694,187.9951748
